52026 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
52387 silly lifecycle combined-stream@1.0.5~preinstall: no script for preinstall, continuing
52388 silly lifecycle extend@3.0.0~preinstall: no script for preinstall, continuing
52389 silly lifecycle forever-agent@0.6.1~preinstall: no script for preinstall, continuing
52390 silly lifecycle async@1.5.0~preinstall: no script for preinstall, continuing
52391 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
52392 silly lifecycle escape-string-regexp@1.0.3~preinstall: no script for preinstall, continuing
52393 silly lifecycle ansi-regex@2.0.0~preinstall: no script for preinstall, continuing
52394 silly lifecycle has-ansi@2.0.0~preinstall: no script for preinstall, continuing
52395 silly lifecycle ansi-regex@2.0.0~preinstall: no script for preinstall, continuing
52396 silly lifecycle strip-ansi@3.0.0~preinstall: no script for preinstall, continuing
52397 silly lifecycle supports-color@2.0.0~preinstall: no script for preinstall, continuing
52398 silly lifecycle chalk@1.1.1~preinstall: no script for preinstall, continuing
52399 silly lifecycle graceful-readlink@1.0.1~preinstall: no script for preinstall, continuing
52400 silly lifecycle commander@2.9.0~preinstall: no script for preinstall, continuing
52401 silly lifecycle generate-function@2.0.0~preinstall: no script for preinstall, continuing
52402 silly lifecycle is-property@1.0.2~preinstall: no script for preinstall, continuing
52403 silly lifecycle generate-object-property@1.2.0~preinstall: no script for preinstall, continuing
52404 silly lifecycle jsonpointer@2.0.0~preinstall: no script for preinstall, continuing
52405 silly lifecycle xtend@4.0.1~preinstall: no script for preinstall, continuing
52406 silly lifecycle is-my-json-valid@2.12.3~preinstall: no script for preinstall, continuing
52407 silly lifecycle pinkie@2.0.1~preinstall: no script for preinstall, continuing
52408 silly lifecycle pinkie-promise@2.0.0~preinstall: no script for preinstall, continuing
52409 silly lifecycle har-validator@2.0.3~preinstall: no script for preinstall, continuing
52410 silly lifecycle hoek@2.16.3~preinstall: no script for preinstall, continuing
52411 silly lifecycle boom@2.10.1~preinstall: no script for preinstall, continuing
52412 silly lifecycle cryptiles@2.0.5~preinstall: no script for preinstall, continuing
52413 silly lifecycle sntp@1.0.9~preinstall: no script for preinstall, continuing
52414 silly lifecycle hawk@3.1.2~preinstall: no script for preinstall, continuing
52415 silly lifecycle assert-plus@0.1.5~preinstall: no script for preinstall, continuing
52416 silly lifecycle extsprintf@1.0.2~preinstall: no script for preinstall, continuing
52417 silly lifecycle json-schema@0.2.2~preinstall: no script for preinstall, continuing
52418 silly lifecycle verror@1.3.6~preinstall: no script for preinstall, continuing
52419 silly lifecycle jsprim@1.2.2~preinstall: no script for preinstall, continuing
52420 silly lifecycle asn1@0.2.3~preinstall: no script for preinstall, continuing
52421 silly lifecycle assert-plus@0.2.0~preinstall: no script for preinstall, continuing
52422 silly lifecycle assert-plus@0.1.5~preinstall: no script for preinstall, continuing
52423 silly lifecycle dashdash@1.10.1~preinstall: no script for preinstall, continuing
52424 silly lifecycle jsbn@0.1.0~preinstall: no script for preinstall, continuing
52425 silly lifecycle jodid25519@1.0.2~preinstall: no script for preinstall, continuing
52426 silly lifecycle ecc-jsbn@0.1.1~preinstall: no script for preinstall, continuing
52427 silly lifecycle tweetnacl@0.13.2~preinstall: no script for preinstall, continuing
52428 silly lifecycle sshpk@1.7.1~preinstall: no script for preinstall, continuing
52429 silly lifecycle http-signature@1.1.0~preinstall: no script for preinstall, continuing
52430 silly lifecycle is-typedarray@1.0.0~preinstall: no script for preinstall, continuing
52431 silly lifecycle isstream@0.1.2~preinstall: no script for preinstall, continuing
52432 silly lifecycle json-stringify-safe@5.0.1~preinstall: no script for preinstall, continuing
52433 silly lifecycle mime-db@1.20.0~preinstall: no script for preinstall, continuing
52434 silly lifecycle mime-types@2.1.8~preinstall: no script for preinstall, continuing
52435 silly lifecycle form-data@1.0.0-rc3~preinstall: no script for preinstall, continuing
52436 silly lifecycle node-uuid@1.4.7~preinstall: no script for preinstall, continuing
52437 silly lifecycle oauth-sign@0.8.0~preinstall: no script for preinstall, continuing
52438 silly lifecycle qs@5.2.0~preinstall: no script for preinstall, continuing
52439 silly lifecycle stringstream@0.0.5~preinstall: no script for preinstall, continuing
52440 silly lifecycle tough-cookie@2.2.1~preinstall: no script for preinstall, continuing
52441 silly lifecycle tunnel-agent@0.4.2~preinstall: no script for preinstall, continuing
52442 silly lifecycle request@2.67.0~preinstall: no script for preinstall, continuing
52443 silly lifecycle wrappy@1.0.1~preinstall: no script for preinstall, continuing
52444 silly lifecycle inherits@2.0.1~preinstall: no script for preinstall, continuing
52445 silly lifecycle balanced-match@0.3.0~preinstall: no script for preinstall, continuing
52446 silly lifecycle concat-map@0.0.1~preinstall: no script for preinstall, continuing
52447 silly lifecycle brace-expansion@1.1.2~preinstall: no script for preinstall, continuing
52448 silly lifecycle minimatch@3.0.0~preinstall: no script for preinstall, continuing
52449 silly lifecycle wrappy@1.0.1~preinstall: no script for preinstall, continuing
52450 silly lifecycle once@1.3.3~preinstall: no script for preinstall, continuing
52451 silly lifecycle inflight@1.0.4~preinstall: no script for preinstall, continuing
52452 silly lifecycle path-is-absolute@1.0.0~preinstall: no script for preinstall, continuing
52453 silly lifecycle glob@5.0.15~preinstall: no script for preinstall, continuing
52454 silly lifecycle rimraf@2.4.4~preinstall: no script for preinstall, continuing
52455 silly lifecycle semver@5.1.0~preinstall: no script for preinstall, continuing
52456 silly lifecycle debug@0.7.4~preinstall: no script for preinstall, continuing
52457 silly lifecycle inherits@2.0.1~preinstall: no script for preinstall, continuing
52458 silly lifecycle balanced-match@0.3.0~preinstall: no script for preinstall, continuing
52459 silly lifecycle concat-map@0.0.1~preinstall: no script for preinstall, continuing
52460 silly lifecycle brace-expansion@1.1.2~preinstall: no script for preinstall, continuing
52461 silly lifecycle minimatch@3.0.0~preinstall: no script for preinstall, continuing
52462 silly lifecycle graceful-fs@4.1.2~preinstall: no script for preinstall, continuing
52463 silly lifecycle inherits@2.0.1~preinstall: no script for preinstall, continuing
52464 silly lifecycle fstream@1.0.8~preinstall: no script for preinstall, continuing
52465 silly lifecycle fstream-ignore@1.0.3~preinstall: no script for preinstall, continuing
52466 silly lifecycle once@1.1.1~preinstall: no script for preinstall, continuing
52467 silly lifecycle core-util-is@1.0.2~preinstall: no script for preinstall, continuing
52468 silly lifecycle inherits@2.0.1~preinstall: no script for preinstall, continuing
52469 silly lifecycle isarray@0.0.1~preinstall: no script for preinstall, continuing
52470 silly lifecycle process-nextick-args@1.0.6~preinstall: no script for preinstall, continuing
52471 silly lifecycle string_decoder@0.10.31~preinstall: no script for preinstall, continuing
52472 silly lifecycle util-deprecate@1.0.2~preinstall: no script for preinstall, continuing
52473 silly lifecycle readable-stream@2.0.5~preinstall: no script for preinstall, continuing
52474 silly lifecycle uid-number@0.0.3~preinstall: no script for preinstall, continuing
52475 silly lifecycle graceful-fs@4.1.2~preinstall: no script for preinstall, continuing
52476 silly lifecycle inherits@2.0.1~preinstall: no script for preinstall, continuing
52477 silly lifecycle fstream@1.0.8~preinstall: no script for preinstall, continuing
52478 silly lifecycle block-stream@0.0.8~preinstall: no script for preinstall, continuing
52479 silly lifecycle tar@2.2.1~preinstall: no script for preinstall, continuing
52480 silly lifecycle tar-pack@3.1.2~preinstall: no script for preinstall, continuing
52481 silly lifecycle node-pre-gyp@0.6.18~preinstall: no script for preinstall, continuing
52482 silly doReverseSerial remove 0
52483 silly doSerial move 0
52484 silly doSerial finalize 586
52485 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/abbrev
52486 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/accepts/node_modules/mime-db
52487 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/accepts/node_modules/mime-types
52488 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/adm-zip
52489 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/after
52490 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/amdefine
52491 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/ansi-regex
52492 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/ansi-styles
52493 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/ansi-wrap
52494 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/ansi-green
52495 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/argparse/node_modules/underscore
52496 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/argparse/node_modules/underscore.string
52497 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/argparse
52498 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/arr-flatten
52499 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/arr-diff
52500 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/array-slice
52501 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/array-unique
52502 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/arraybuffer.slice
52503 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/arrify
52504 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/asn1
52505 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/assert-plus
52506 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/async
52507 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/async-each
52508 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/aws-sign2
52509 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/backo2
52510 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/balanced-match
52511 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/Base64
52512 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/base64-arraybuffer
52513 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/base64-js
52514 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/base64id
52515 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/batch
52516 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/benchmark
52517 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/big.js
52518 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/binary-extensions
52519 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/bindings
52520 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/blob
52521 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/bluebird
52522 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/body-parser/node_modules/iconv-lite
52523 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/body-parser/node_modules/qs
52524 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/browser-serialport
52525 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/buffer/node_modules/isarray
52526 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/builtin-modules
52527 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/bytes
52528 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/callsite
52529 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/better-assert
52530 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/camelcase
52531 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/camelcase-keys/node_modules/camelcase
52532 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/caseless
52533 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/chalk/node_modules/supports-color
52534 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/charenc
52535 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/charm
52536 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/cliui/node_modules/wordwrap
52537 silly finalize /Users/andrewwerner/Projects/just_ballz/node_modules/clone
